Year,Country_of_Birth,Adoption_Type,Age_Group,Gender,Number
2017,Guinea-Bissau,Total,Total,Female,0
2017,Guinea-Bissau,Total,0-17,Total,0
2017,Guinea-Bissau,Total,0-17,Male,0
2017,Guinea-Bissau,Total,0-17,Female,0
2017,Guinea-Bissau,Total,18+,Total,0
2017,Guinea-Bissau,Total,18+,Male,0
2017,Guinea-Bissau,Total,18+,Female,0
2017,Guinea-Bissau,Two-parent,Total,Total,0
2017,Guinea-Bissau,Two-parent,Total,Male,0
2017,Guinea-Bissau,Two-parent,Total,Female,0
2017,Guinea-Bissau,Two-parent,0-17,Total,0
2017,Guinea-Bissau,Two-parent,0-17,Male,0
2017,Guinea-Bissau,Two-parent,0-17,Female,0
2017,Guinea-Bissau,Two-parent,18+,Total,0
2017,Guinea-Bissau,Two-parent,18+,Male,0
2017,Guinea-Bissau,Two-parent,18+,Female,0
2017,Guinea-Bissau,Single-parent,Total,Total,0
2017,Guinea-Bissau,Single-parent,Total,Male,0
2017,Guinea-Bissau,Single-parent,Total,Female,0
2017,Guinea-Bissau,Single-parent,0-17,Total,0
2017,Guinea-Bissau,Single-parent,0-17,Male,0
2017,Guinea-Bissau,Single-parent,0-17,Female,0
2017,Guinea-Bissau,Single-parent,18+,Total,0
2017,Guinea-Bissau,Single-parent,18+,Male,0
2017,Guinea-Bissau,Single-parent,18+,Female,0
2017,Cameroon,Total,Total,Total,1
2017,Cameroon,Total,Total,Male,1
2017,Cameroon,Total,Total,Female,0
2017,Cameroon,Total,0-17,Total,1
2017,Cameroon,Total,0-17,Male,1
2017,Cameroon,Total,0-17,Female,0
2017,Cameroon,Total,18+,Total,0
2017,Cameroon,Total,18+,Male,0
2017,Cameroon,Total,18+,Female,0
2017,Cameroon,Two-parent,Total,Total,1
2017,Cameroon,Two-parent,Total,Male,1
2017,Cameroon,Two-parent,Total,Female,0
2017,Cameroon,Two-parent,0-17,Total,1
2017,Cameroon,Two-parent,0-17,Male,1
2017,Cameroon,Two-parent,0-17,Female,0
2017,Cameroon,Two-parent,18+,Total,0
2017,Cameroon,Two-parent,18+,Male,0
2017,Cameroon,Two-parent,18+,Female,0
2017,Cameroon,Single-parent,Total,Total,0
2017,Cameroon,Single-parent,Total,Male,0
2017,Cameroon,Single-parent,Total,Female,0
2017,Cameroon,Single-parent,0-17,Total,0
2017,Cameroon,Single-parent,0-17,Male,0
2017,Cameroon,Single-parent,0-17,Female,0
2017,Cameroon,Single-parent,18+,Total,0
2017,Cameroon,Single-parent,18+,Male,0
2017,Cameroon,Single-parent,18+,Female,0
2017,Cape Verde,Total,Total,Total,0
2017,Cape Verde,Total,Total,Male,0
2017,Cape Verde,Total,Total,Female,0
2017,Cape Verde,Total,0-17,Total,0
2017,Cape Verde,Total,0-17,Male,0
2017,Cape Verde,Total,0-17,Female,0
2017,Cape Verde,Total,18+,Total,0
2017,Cape Verde,Total,18+,Male,0
2017,Cape Verde,Total,18+,Female,0
2017,Cape Verde,Two-parent,Total,Total,0
2017,Cape Verde,Two-parent,Total,Male,0
2017,Cape Verde,Two-parent,Total,Female,0
2017,Cape Verde,Two-parent,0-17,Total,0
2017,Cape Verde,Two-parent,0-17,Male,0
2017,Cape Verde,Two-parent,0-17,Female,0
2017,Cape Verde,Two-parent,18+,Total,0
2017,Cape Verde,Two-parent,18+,Male,0
2017,Cape Verde,Two-parent,18+,Female,0
2017,Cape Verde,Single-parent,Total,Total,0
2017,Cape Verde,Single-parent,Total,Male,0
2017,Cape Verde,Single-parent,Total,Female,0
2017,Cape Verde,Single-parent,0-17,Total,0
2017,Cape Verde,Single-parent,0-17,Male,0
2017,Cape Verde,Single-parent,0-17,Female,0
2017,Cape Verde,Single-parent,18+,Total,0
2017,Cape Verde,Single-parent,18+,Male,0
2017,Cape Verde,Single-parent,18+,Female,0
2017,Kenya,Total,Total,Total,1
2017,Kenya,Total,Total,Male,1
2017,Kenya,Total,Total,Female,0
2017,Kenya,Total,0-17,Total,1
2017,Kenya,Total,0-17,Male,1
2017,Kenya,Total,0-17,Female,0
2017,Kenya,Total,18+,Total,0
2017,Kenya,Total,18+,Male,0
2017,Kenya,Total,18+,Female,0
2017,Kenya,Two-parent,Total,Total,0
2017,Kenya,Two-parent,Total,Male,0
2017,Kenya,Two-parent,Total,Female,0
2017,Kenya,Two-parent,0-17,Total,0
2017,Kenya,Two-parent,0-17,Male,0
2017,Kenya,Two-parent,0-17,Female,0
2017,Kenya,Two-parent,18+,Total,0
2017,Kenya,Two-parent,18+,Male,0
2017,Kenya,Two-parent,18+,Female,0
2017,Kenya,Single-parent,Total,Total,1
2017,Kenya,Single-parent,Total,Male,1
2017,Kenya,Single-parent,Total,Female,0
2017,Kenya,Single-parent,0-17,Total,1
2017,Kenya,Single-parent,0-17,Male,1
2017,Kenya,Single-parent,0-17,Female,0
2017,Kenya,Single-parent,18+,Total,0
2017,Kenya,Single-parent,18+,Male,0
2017,Kenya,Single-parent,18+,Female,0
2017,Central African Republic,Total,Total,Total,0
2017,Central African Republic,Total,Total,Male,0
2017,Central African Republic,Total,Total,Female,0
2017,Central African Republic,Total,0-17,Total,0
2017,Central African Republic,Total,0-17,Male,0
2017,Central African Republic,Total,0-17,Female,0
2017,Central African Republic,Total,18+,Total,0
2017,Central African Republic,Total,18+,Male,0
2017,Central African Republic,Total,18+,Female,0
2017,Central African Republic,Two-parent,Total,Total,0
2017,Central African Republic,Two-parent,Total,Male,0
2017,Central African Republic,Two-parent,Total,Female,0
2017,Central African Republic,Two-parent,0-17,Total,0
2017,Central African Republic,Two-parent,0-17,Male,0
2017,Central African Republic,Two-parent,0-17,Female,0
2017,Central African Republic,Two-parent,18+,Total,0
2017,Central African Republic,Two-parent,18+,Male,0
2017,Central African Republic,Two-parent,18+,Female,0
2017,Central African Republic,Single-parent,Total,Total,0
2017,Central African Republic,Single-parent,Total,Male,0
2017,Central African Republic,Single-parent,Total,Female,0
2017,Central African Republic,Single-parent,0-17,Total,0
2017,Central African Republic,Single-parent,0-17,Male,0
2017,Central African Republic,Single-parent,0-17,Female,0
2017,Central African Republic,Single-parent,18+,Total,0
2017,Central African Republic,Single-parent,18+,Male,0
2017,Central African Republic,Single-parent,18+,Female,0
2017,Comoros,Total,Total,Total,0
2017,Comoros,Total,Total,Male,0
2017,Comoros,Total,Total,Female,0
2017,Comoros,Total,0-17,Total,0
2017,Comoros,Total,0-17,Male,0
2017,Comoros,Total,0-17,Female,0
2017,Comoros,Total,18+,Total,0
2017,Comoros,Total,18+,Male,0
2017,Comoros,Total,18+,Female,0
2017,Comoros,Two-parent,Total,Total,0
2017,Comoros,Two-parent,Total,Male,0
2017,Comoros,Two-parent,Total,Female,0
2017,Comoros,Two-parent,0-17,Total,0
2017,Comoros,Two-parent,0-17,Male,0
2017,Comoros,Two-parent,0-17,Female,0
2017,Comoros,Two-parent,18+,Total,0
2017,Comoros,Two-parent,18+,Male,0
2017,Comoros,Two-parent,18+,Female,0
2017,Comoros,Single-parent,Total,Total,0
2017,Comoros,Single-parent,Total,Male,0
2017,Comoros,Single-parent,Total,Female,0
2017,Comoros,Single-parent,0-17,Total,0
2017,Comoros,Single-parent,0-17,Male,0
2017,Comoros,Single-parent,0-17,Female,0
2017,Comoros,Single-parent,18+,Total,0
2017,Comoros,Single-parent,18+,Male,0
2017,Comoros,Single-parent,18+,Female,0
2017,Congo,Total,Total,Total,0
2017,Congo,Total,Total,Male,0
2017,Congo,Total,Total,Female,0
2017,Congo,Total,0-17,Total,0
2017,Congo,Total,0-17,Male,0
2017,Congo,Total,0-17,Female,0
2017,Congo,Total,18+,Total,0
2017,Congo,Total,18+,Male,0
2017,Congo,Total,18+,Female,0
2017,Congo,Two-parent,Total,Total,0
2017,Congo,Two-parent,Total,Male,0
2017,Congo,Two-parent,Total,Female,0
2017,Congo,Two-parent,0-17,Total,0
2017,Congo,Two-parent,0-17,Male,0
2017,Congo,Two-parent,0-17,Female,0
2017,Congo,Two-parent,18+,Total,0
2017,Congo,Two-parent,18+,Male,0
2017,Congo,Two-parent,18+,Female,0
2017,Congo,Single-parent,Total,Total,0
2017,Congo,Single-parent,Total,Male,0
2017,Congo,Single-parent,Total,Female,0
2017,Congo,Single-parent,0-17,Total,0
2017,Congo,Single-parent,0-17,Male,0
2017,Congo,Single-parent,0-17,Female,0
2017,Congo,Single-parent,18+,Total,0
2017,Congo,Single-parent,18+,Male,0
2017,Congo,Single-parent,18+,Female,0
2017,"Congo, The Democratic Republic of the",Total,Total,Total,3
2017,"Congo, The Democratic Republic of the",Total,Total,Male,1
2017,"Congo, The Democratic Republic of the",Total,Total,Female,2
2017,"Congo, The Democratic Republic of the",Total,0-17,Total,3
2017,"Congo, The Democratic Republic of the",Total,0-17,Male,1
2017,"Congo, The Democratic Republic of the",Total,0-17,Female,2
2017,"Congo, The Democratic Republic of the",Total,18+,Total,0
2017,"Congo, The Democratic Republic of the",Total,18+,Male,0
2017,"Congo, The Democratic Republic of the",Total,18+,Female,0
2017,"Congo, The Democratic Republic of the",Two-parent,Total,Total,0
2017,"Congo, The Democratic Republic of the",Two-parent,Total,Male,0
2017,"Congo, The Democratic Republic of the",Two-parent,Total,Female,0
2017,"Congo, The Democratic Republic of the",Two-parent,0-17,Total,0
2017,"Congo, The Democratic Republic of the",Two-parent,0-17,Male,0
2017,"Congo, The Democratic Republic of the",Two-parent,0-17,Female,0
2017,"Congo, The Democratic Republic of the",Two-parent,18+,Total,0
2017,"Congo, The Democratic Republic of the",Two-parent,18+,Male,0
2017,"Congo, The Democratic Republic of the",Two-parent,18+,Female,0
2017,"Congo, The Democratic Republic of the",Single-parent,Total,Total,3
2017,"Congo, The Democratic Republic of the",Single-parent,Total,Male,1
2017,"Congo, The Democratic Republic of the",Single-parent,Total,Female,2
2017,"Congo, The Democratic Republic of the",Single-parent,0-17,Total,3
2017,"Congo, The Democratic Republic of the",Single-parent,0-17,Male,1
2017,"Congo, The Democratic Republic of the",Single-parent,0-17,Female,2
2017,"Congo, The Democratic Republic of the",Single-parent,18+,Total,0
2017,"Congo, The Democratic Republic of the",Single-parent,18+,Male,0
2017,"Congo, The Democratic Republic of the",Single-parent,18+,Female,0
2017,Liberia,Total,Total,Total,0
2017,Liberia,Total,Total,Male,0
2017,Liberia,Total,Total,Female,0
2017,Liberia,Total,0-17,Total,0
2017,Liberia,Total,0-17,Male,0
2017,Liberia,Total,0-17,Female,0
2017,Liberia,Total,18+,Total,0
2017,Liberia,Total,18+,Male,0
2017,Liberia,Total,18+,Female,0
2017,Liberia,Two-parent,Total,Total,0
2017,Liberia,Two-parent,Total,Male,0
2017,Liberia,Two-parent,Total,Female,0
2017,Liberia,Two-parent,0-17,Total,0
2017,Liberia,Two-parent,0-17,Male,0
2017,Liberia,Two-parent,0-17,Female,0
2017,Liberia,Two-parent,18+,Total,0
2017,Liberia,Two-parent,18+,Male,0
2017,Liberia,Two-parent,18+,Female,0
2017,Liberia,Single-parent,Total,Total,0
2017,Liberia,Single-parent,Total,Male,0
2017,Liberia,Single-parent,Total,Female,0
2017,Liberia,Single-parent,0-17,Total,0
2017,Liberia,Single-parent,0-17,Male,0
2017,Liberia,Single-parent,0-17,Female,0
2017,Liberia,Single-parent,18+,Total,0
2017,Liberia,Single-parent,18+,Male,0
2017,Liberia,Single-parent,18+,Female,0
2017,Libya,Total,Total,Total,0
2017,Libya,Total,Total,Male,0
2017,Libya,Total,Total,Female,0
2017,Libya,Total,0-17,Total,0
2017,Libya,Total,0-17,Male,0
2017,Libya,Total,0-17,Female,0
2017,Libya,Total,18+,Total,0
2017,Libya,Total,18+,Male,0
2017,Libya,Total,18+,Female,0
2017,Libya,Two-parent,Total,Total,0
2017,Libya,Two-parent,Total,Male,0
2017,Libya,Two-parent,Total,Female,0
2017,Libya,Two-parent,0-17,Total,0
2017,Libya,Two-parent,0-17,Male,0
2017,Libya,Two-parent,0-17,Female,0
2017,Libya,Two-parent,18+,Total,0
2017,Libya,Two-parent,18+,Male,0
2017,Libya,Two-parent,18+,Female,0
2017,Libya,Single-parent,Total,Total,0
2017,Libya,Single-parent,Total,Male,0
2017,Libya,Single-parent,Total,Female,0
2017,Libya,Single-parent,0-17,Total,0
2017,Libya,Single-parent,0-17,Male,0
2017,Libya,Single-parent,0-17,Female,0
2017,Libya,Single-parent,18+,Total,0
2017,Libya,Single-parent,18+,Male,0
2017,Libya,Single-parent,18+,Female,0
2017,Madagascar,Total,Total,Total,0
2017,Madagascar,Total,Total,Male,0
2017,Madagascar,Total,Total,Female,0
2017,Madagascar,Total,0-17,Total,0
2017,Madagascar,Total,0-17,Male,0
2017,Madagascar,Total,0-17,Female,0
2017,Madagascar,Total,18+,Total,0
2017,Madagascar,Total,18+,Male,0
2017,Madagascar,Total,18+,Female,0
2017,Madagascar,Two-parent,Total,Total,0
2017,Madagascar,Two-parent,Total,Male,0
2017,Madagascar,Two-parent,Total,Female,0
2017,Madagascar,Two-parent,0-17,Total,0
2017,Madagascar,Two-parent,0-17,Male,0
2017,Madagascar,Two-parent,0-17,Female,0
2017,Madagascar,Two-parent,18+,Total,0
2017,Madagascar,Two-parent,18+,Male,0
2017,Madagascar,Two-parent,18+,Female,0
2017,Madagascar,Single-parent,Total,Total,0
2017,Madagascar,Single-parent,Total,Male,0
2017,Madagascar,Single-parent,Total,Female,0
2017,Madagascar,Single-parent,0-17,Total,0
2017,Madagascar,Single-parent,0-17,Male,0
2017,Madagascar,Single-parent,0-17,Female,0
2017,Madagascar,Single-parent,18+,Total,0
2017,Madagascar,Single-parent,18+,Male,0
2017,Madagascar,Single-parent,18+,Female,0
2017,Malawi,Total,Total,Total,0
2017,Malawi,Total,Total,Male,0
2017,Malawi,Total,Total,Female,0
2017,Malawi,Total,0-17,Total,0
2017,Malawi,Total,0-17,Male,0
2017,Malawi,Total,0-17,Female,0
2017,Malawi,Total,18+,Total,0
2017,Malawi,Total,18+,Male,0
2017,Malawi,Total,18+,Female,0
2017,Malawi,Two-parent,Total,Total,0
2017,Malawi,Two-parent,Total,Male,0
2017,Malawi,Two-parent,Total,Female,0
2017,Malawi,Two-parent,0-17,Total,0
2017,Malawi,Two-parent,0-17,Male,0
2017,Malawi,Two-parent,0-17,Female,0
2017,Malawi,Two-parent,18+,Total,0
2017,Malawi,Two-parent,18+,Male,0
2017,Malawi,Two-parent,18+,Female,0
2017,Malawi,Single-parent,Total,Total,0
2017,Malawi,Single-parent,Total,Male,0
2017,Malawi,Single-parent,Total,Female,0
2017,Malawi,Single-parent,0-17,Total,0
2017,Malawi,Single-parent,0-17,Male,0
2017,Malawi,Single-parent,0-17,Female,0
2017,Malawi,Single-parent,18+,Total,0
2017,Malawi,Single-parent,18+,Male,0
2017,Malawi,Single-parent,18+,Female,0
2017,Mali,Total,Total,Total,0
2017,Mali,Total,Total,Male,0
2017,Mali,Total,Total,Female,0
2017,Mali,Total,0-17,Total,0
2017,Mali,Total,0-17,Male,0
2017,Mali,Total,0-17,Female,0
2017,Mali,Total,18+,Total,0
2017,Mali,Total,18+,Male,0
2017,Mali,Total,18+,Female,0
2017,Mali,Two-parent,Total,Total,0
2017,Mali,Two-parent,Total,Male,0
2017,Mali,Two-parent,Total,Female,0
2017,Mali,Two-parent,0-17,Total,0
2017,Mali,Two-parent,0-17,Male,0
2017,Mali,Two-parent,0-17,Female,0
2017,Mali,Two-parent,18+,Total,0
2017,Mali,Two-parent,18+,Male,0
2017,Mali,Two-parent,18+,Female,0
2017,Mali,Single-parent,Total,Total,0
2017,Mali,Single-parent,Total,Male,0
2017,Mali,Single-parent,Total,Female,0
2017,Mali,Single-parent,0-17,Total,0
2017,Mali,Single-parent,0-17,Male,0
2017,Mali,Single-parent,0-17,Female,0
2017,Mali,Single-parent,18+,Total,0
2017,Mali,Single-parent,18+,Male,0
2017,Mali,Single-parent,18+,Female,0
2017,Morocco,Total,Total,Total,1
2017,Morocco,Total,Total,Male,1
2017,Morocco,Total,Total,Female,0
2017,Morocco,Total,0-17,Total,0
2017,Morocco,Total,0-17,Male,0
2017,Morocco,Total,0-17,Female,0
2017,Morocco,Total,18+,Total,1
2017,Morocco,Total,18+,Male,1
2017,Morocco,Total,18+,Female,0
2017,Morocco,Two-parent,Total,Total,1
2017,Morocco,Two-parent,Total,Male,1
2017,Morocco,Two-parent,Total,Female,0
2017,Morocco,Two-parent,0-17,Total,0
2017,Morocco,Two-parent,0-17,Male,0
2017,Morocco,Two-parent,0-17,Female,0
2017,Morocco,Two-parent,18+,Total,1
2017,Morocco,Two-parent,18+,Male,1
2017,Morocco,Two-parent,18+,Female,0
2017,Morocco,Single-parent,Total,Total,0
2017,Morocco,Single-parent,Total,Male,0
2017,Morocco,Single-parent,Total,Female,0
2017,Morocco,Single-parent,0-17,Total,0
2017,Morocco,Single-parent,0-17,Male,0
2017,Morocco,Single-parent,0-17,Female,0
2017,Morocco,Single-parent,18+,Total,0
2017,Morocco,Single-parent,18+,Male,0
2017,Morocco,Single-parent,18+,Female,0
2017,Mauritania,Total,Total,Total,0
2017,Mauritania,Total,Total,Male,0
2017,Mauritania,Total,Total,Female,0
2017,Mauritania,Total,0-17,Total,0
2017,Mauritania,Total,0-17,Male,0
2017,Mauritania,Total,0-17,Female,0
2017,Mauritania,Total,18+,Total,0
2017,Mauritania,Total,18+,Male,0
2017,Mauritania,Total,18+,Female,0
2017,Mauritania,Two-parent,Total,Total,0
2017,Mauritania,Two-parent,Total,Male,0
2017,Mauritania,Two-parent,Total,Female,0
2017,Mauritania,Two-parent,0-17,Total,0
2017,Mauritania,Two-parent,0-17,Male,0
2017,Mauritania,Two-parent,0-17,Female,0
2017,Mauritania,Two-parent,18+,Total,0
2017,Mauritania,Two-parent,18+,Male,0
2017,Mauritania,Two-parent,18+,Female,0
2017,Mauritania,Single-parent,Total,Total,0
2017,Mauritania,Single-parent,Total,Male,0
2017,Mauritania,Single-parent,Total,Female,0
2017,Mauritania,Single-parent,0-17,Total,0
2017,Mauritania,Single-parent,0-17,Male,0
2017,Mauritania,Single-parent,0-17,Female,0
2017,Mauritania,Single-parent,18+,Total,0
2017,Mauritania,Single-parent,18+,Male,0
2017,Mauritania,Single-parent,18+,Female,0
2017,Mauritius,Total,Total,Total,0
2017,Mauritius,Total,Total,Male,0
2017,Mauritius,Total,Total,Female,0
2017,Mauritius,Total,0-17,Total,0
2017,Mauritius,Total,0-17,Male,0
2017,Mauritius,Total,0-17,Female,0
2017,Mauritius,Total,18+,Total,0
2017,Mauritius,Total,18+,Male,0
2017,Mauritius,Total,18+,Female,0
2017,Mauritius,Two-parent,Total,Total,0
2017,Mauritius,Two-parent,Total,Male,0
2017,Mauritius,Two-parent,Total,Female,0
2017,Mauritius,Two-parent,0-17,Total,0
2017,Mauritius,Two-parent,0-17,Male,0
2017,Mauritius,Two-parent,0-17,Female,0
2017,Mauritius,Two-parent,18+,Total,0
2017,Mauritius,Two-parent,18+,Male,0
2017,Mauritius,Two-parent,18+,Female,0
2017,Mauritius,Single-parent,Total,Total,0
2017,Mauritius,Single-parent,Total,Male,0
2017,Mauritius,Single-parent,Total,Female,0
2017,Mauritius,Single-parent,0-17,Total,0
2017,Mauritius,Single-parent,0-17,Male,0
2017,Mauritius,Single-parent,0-17,Female,0
2017,Mauritius,Single-parent,18+,Total,0
2017,Mauritius,Single-parent,18+,Male,0
2017,Mauritius,Single-parent,18+,Female,0
2017,Mozambique,Total,Total,Total,0
2017,Mozambique,Total,Total,Male,0
2017,Mozambique,Total,Total,Female,0
2017,Mozambique,Total,0-17,Total,0
2017,Mozambique,Total,0-17,Male,0
2017,Mozambique,Total,0-17,Female,0
2017,Mozambique,Total,18+,Total,0
2017,Mozambique,Total,18+,Male,0
2017,Mozambique,Total,18+,Female,0
2017,Mozambique,Two-parent,Total,Total,0
2017,Mozambique,Two-parent,Total,Male,0
2017,Mozambique,Two-parent,Total,Female,0
2017,Mozambique,Two-parent,0-17,Total,0
2017,Mozambique,Two-parent,0-17,Male,0
2017,Mozambique,Two-parent,0-17,Female,0
2017,Mozambique,Two-parent,18+,Total,0
2017,Mozambique,Two-parent,18+,Male,0
2017,Mozambique,Two-parent,18+,Female,0
2017,Mozambique,Single-parent,Total,Total,0
2017,Mozambique,Single-parent,Total,Male,0
2017,Mozambique,Single-parent,Total,Female,0
2017,Mozambique,Single-parent,0-17,Total,0
2017,Mozambique,Single-parent,0-17,Male,0
2017,Mozambique,Single-parent,0-17,Female,0
2017,Mozambique,Single-parent,18+,Total,0
2017,Mozambique,Single-parent,18+,Male,0
2017,Mozambique,Single-parent,18+,Female,0
2017,Namibia,Total,Total,Total,0
2017,Namibia,Total,Total,Male,0
2017,Namibia,Total,Total,Female,0
2017,Namibia,Total,0-17,Total,0
2017,Namibia,Total,0-17,Male,0
2017,Namibia,Total,0-17,Female,0
2017,Namibia,Total,18+,Total,0
2017,Namibia,Total,18+,Male,0
2017,Namibia,Total,18+,Female,0
2017,Namibia,Two-parent,Total,Total,0
2017,Namibia,Two-parent,Total,Male,0
2017,Namibia,Two-parent,Total,Female,0
2017,Namibia,Two-parent,0-17,Total,0
2017,Namibia,Two-parent,0-17,Male,0
2017,Namibia,Two-parent,0-17,Female,0
2017,Namibia,Two-parent,18+,Total,0
2017,Namibia,Two-parent,18+,Male,0
2017,Namibia,Two-parent,18+,Female,0
2017,Namibia,Single-parent,Total,Total,0
2017,Namibia,Single-parent,Total,Male,0
2017,Namibia,Single-parent,Total,Female,0
2017,Namibia,Single-parent,0-17,Total,0
2017,Namibia,Single-parent,0-17,Male,0
2017,Namibia,Single-parent,0-17,Female,0
2017,Namibia,Single-parent,18+,Total,0
2017,Namibia,Single-parent,18+,Male,0
2017,Namibia,Single-parent,18+,Female,0
2017,Niger,Total,Total,Total,0
2017,Niger,Total,Total,Male,0
2017,Niger,Total,Total,Female,0
2017,Niger,Total,0-17,Total,0
2017,Niger,Total,0-17,Male,0
2017,Niger,Total,0-17,Female,0
2017,Niger,Total,18+,Total,0
2017,Niger,Total,18+,Male,0
2017,Niger,Total,18+,Female,0
2017,Niger,Two-parent,Total,Total,0
2017,Niger,Two-parent,Total,Male,0
2017,Niger,Two-parent,Total,Female,0
2017,Niger,Two-parent,0-17,Total,0
2017,Niger,Two-parent,0-17,Male,0
2017,Niger,Two-parent,0-17,Female,0
2017,Niger,Two-parent,18+,Total,0
2017,Niger,Two-parent,18+,Male,0
2017,Niger,Two-parent,18+,Female,0
2017,Niger,Single-parent,Total,Total,0
